UID,Name,Description,Owner,Owner UID,Publication Stage,Audience,Approval Status,Provenance,Type,Category,Tags,url,API Endpoint,Creation Date (UTC),Last Metadata Updated Date (UTC),Last Data Updated Date (UTC),Domain,Derived View,Visits,Downloads,Row Label,Row Count,Column Count,Contact Email,License,Attribution,Attribution Link,Published Version Name,Published Version UID,Parent UID,Supplemental Resources: Related Datasets Link(s),Jurisdiction: Jurisdiction,Time Period: Update Frequency,Time Period: Time Period of Content,Agency: State Agency Performing Data Updates,GIS Download: Place Keywords,Time Period: Date Metadata Written,Supplemental Resources: Additional Documentation Link,days_since_data_update,asset_age,expected_update_days,recently_enough,accessible,"Time Period: Other Update Frequency   If frequency isn't included in list above, please describe it here.",Data Def: data location,GIS Download: Shape File
g57d-4v7j,Annual Average Daily Traffic - MDOT SHA Statewide AADT Lines,"MDOT SHA Annual Average Daily Traffic (AADT) Lines data consists of linear geometric features which represent traffic count sections along public roadways in the State of Maryland.  Traffic counts are performed in order to calculate the annual average daily traffic (AADT), annual average weekday traffic (AAWDT), and AADT based on vehicle class (current year only) for sections along public roadways in the State of Maryland. Overall percent utilization, percent utilization based on vehicle class, and truck-specific percent utilization are showcased as statistical metrics for each road section where applicable. Ten years of historic AADT and AAWDT traffic count information is also available for each road section where applicable. 

Annual Average Daily Traffic (AADT) data is collected from over 8700 program count stations and 84 automatic traffic recorders (ATRs), located throughout Maryland. The quality control feature of the system allow data edit checks and validation for data from the 84 permanent, continuous ATRs, and short-term traffic counts. To date, four (4) ATRs have been removed from the ATR Program. Program count data is collected (both directions) at regular locations on either a three (3) year or six (6) year cycle depending on type of roadway. Growth Factors are applied to counts which were not taken during the current year and the counts are factored based on the past yearly growth of an associated ATR. Counters are placed for 48 hours on a Monday or Tuesday and are picked up that Thursday or Friday, respectively. The ATR and toll count data is collected on a continuous basis. Toll station data is provided by the Maryland Transportation Authority (MDTA). A special numeric code was added to the AADT numbers, starting in 2006, to identify the years when the count was actually taken. The last digit represents the number of years prior to the actual count. Where “0” represents the current year when data was collected (in 2014), “1” represents the count taken in 2013, “2” represents the count taken in 2012, “3” represents the count taken in 2011 and so forth. 

Annual Average Daily Traffic (AADT) data is a strategic resource for the Federal Highway Administration (FHWA), the Maryland Department of Transportation (MDOT), the Maryland Department of Transportation State Highway Administration (MDOT SHA), as well as many other State and local government agencies. The data is essential in the planning, design and operation of the statewide road system and the development and implementation of State highway improvement and safety programs. The MDOT SHA Traffic Monitoring System (TMS) is a product of the ISTEA Act of 1991, which required a traffic data program to effectively and efficiently meet MDOT SHA’s long-term traffic data monitoring and reporting requirements. 

Annual Average Daily Traffic (AADT) data is updated and published on an annual basis for the prior year. This data is for the year 2019. 

 Last Updated: May 2020 (05/21/2020)

View the most current AADT data in the Maryland Annual Average Daily Traffic (AADT) Locator 

For AADT data information, contact the MDOT SHA Traffic Monitoring System (TMS) Team 
Email:  TMS@mdot.maryland.gov  

For additional information, contact MDOT SHA Geospatial Technologies, 
Email:  GIS@mdot.maryland.gov   

MDOT SHA Geospatial Data Legal Disclaimer: 
The Maryland Department of Transportation State Highway Administration (MDOT SHA) makes no warranty, expressed or implied, as to the use or appropriateness of geospatial data, and there are no warranties of merchantability or fitness for a particular purpose or use. The information contained in geospatial data is from publicly available sources, but no representation is made as to the accuracy or completeness of geospatial data. MDOT SHA shall not be subject to liability for human error, error due to software conversion, defect, or failure of machines, or any material used in the connection with the machines, including tapes, disks,",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/g57d-4v7j,https://opendata.maryland.gov/resource/g57d-4v7j.json,07/22/2025 03:40:12 AM,07/22/2025 03:40:19 AM,07/22/2025 03:40:42 AM,opendata.maryland.gov,false,6,4,,10665,103,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
rbc6-q4i2,Local Correctional Facilities,This dataset contains correctional facilities run by local jurisdictions within Maryland. The data was obtained from the Governor's Office of Crime Control and Prevention (GOCCP).,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/rbc6-q4i2,https://opendata.maryland.gov/resource/rbc6-q4i2.json,07/22/2025 03:14:19 AM,07/22/2025 03:14:20 AM,07/22/2025 03:14:22 AM,opendata.maryland.gov,false,2,1,,23,9,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
gsiy-n938,Sport Venues - Squash,"Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Squash.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/gsiy-n938,https://opendata.maryland.gov/resource/gsiy-n938.json,07/21/2025 09:53:51 PM,07/21/2025 09:53:52 PM,07/21/2025 09:53:54 PM,opendata.maryland.gov,false,4,2,,8,11,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
h2cq-32pg,Tidal - Adult Habitat,This data layer shows Adult Finfish habitat areas in Maryland.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/h2cq-32pg,https://opendata.maryland.gov/resource/h2cq-32pg.json,07/22/2025 02:32:21 AM,07/22/2025 02:32:22 AM,07/22/2025 02:32:24 AM,opendata.maryland.gov,false,3,4,,611,4,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
6ayq-shsb,Wetlands - National Wetlands Inventory,"This data set represents the extent, approximate location and type of wetlands and deepwater habitats in the conterminous United States. These data delineate the areal extent of wetlands and surface waters as defined by Cowardin et al. (1979). Certain wetland habitats are excluded from the National mapping program because of the limitations of aerial imagery as the primary data source used to detect wetlands. These habitats include seagrasses or submerged aquatic vegetation that are found in the intertidal and subtidal zones of estuaries and near shore coastal waters. Some deepwater reef communities (coral or tuberficid worm reefs) have also been excluded from the inventory. These habitats, because of their depth, go undetected by aerial imagery. By policy, the Service also excludes certain types of ""farmed wetlands"" as may be defined by the Food Security Act or that do not coincide with the Cowardin et al. definition. Contact the Service's Regional Wetland Coordinator for additional information on what types of farmed wetlands are included on wetland maps. Last Updated: 1992",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/6ayq-shsb,https://opendata.maryland.gov/resource/6ayq-shsb.json,07/22/2025 12:21:03 AM,07/22/2025 12:21:04 AM,07/22/2025 12:22:17 AM,opendata.maryland.gov,false,4,3,,77548,8,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
up42-n6w5,Striped Bass Spawning Habitat,The Sensitive Areas Striped Bass dataset shows areas within Maryland's Coastal Bays that are significant for Striped Bass populations. This dataset shows seasonal use of certain areas of the bays by Striped Bass during spawning season.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/up42-n6w5,https://opendata.maryland.gov/resource/up42-n6w5.json,07/22/2025 02:33:46 AM,07/22/2025 02:33:46 AM,07/22/2025 02:33:51 AM,opendata.maryland.gov,false,6,3,,78,5,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
sxir-pdiv,WAC Buildings,Polygon layer of buildings at Washington College.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/sxir-pdiv,https://opendata.maryland.gov/resource/sxir-pdiv.json,07/22/2025 12:15:09 AM,07/22/2025 12:15:10 AM,07/22/2025 12:15:13 AM,opendata.maryland.gov,false,4,1,,76,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
nipq-ehi7,Camping,"These baseline recreational use data will inform planning efforts being undertaken by the Maryland Department of Natural Resources to help inform public access, land acquisition, future planning and decision-making. Collecting data on the variety of ways the Chesapeake waters and surrounding lands are used will help us plan for reducing use conflicts in our coastal waters, maximizing efficiency, and enhancing environmental and economic productivity. Chesapeake Bay waters are used in many ways: commercial fishing, aquaculture, transport, habitat for wildlife, and recreation, among others. With new and expanding coastal and marine uses, as well as Maryland’s growing coastal population, the pressure is mounting to ensure that there is space for both traditional and new uses and that conflicts are minimized. Some mapped human use data exist, but Maryland has limited recreational water use data for the Chesapeake waters. Basic data on how we use our coastal waters was collected by inviting residents and experts to share their knowledge about recreational uses at workshops using geographical information systems technology.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/nipq-ehi7,https://opendata.maryland.gov/resource/nipq-ehi7.json,07/21/2025 10:04:10 PM,07/21/2025 10:04:10 PM,07/21/2025 10:04:13 PM,opendata.maryland.gov,false,5,2,,4,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
wyum-hzv9,Federal Facilities,"The Department of Commerce (COMMERCE) has identified federal agencies with facilities located within the State of Maryland. These facilities offer jobs, stimulate growth in the local market and offer opportunities for public/private partnerships which benefits the citizens of Maryland.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/wyum-hzv9,https://opendata.maryland.gov/resource/wyum-hzv9.json,07/22/2025 12:16:07 AM,07/22/2025 12:16:08 AM,07/22/2025 12:16:10 AM,opendata.maryland.gov,false,4,7,,57,13,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
4arq-sg4j,Charles County Transit Routes,"Bus routes and variations for Charles County's Public Transit System. Shapes were drawn in Google Earth, exported to GTFS and then converted to shapefiles.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/4arq-sg4j,https://opendata.maryland.gov/resource/4arq-sg4j.json,07/22/2025 03:41:35 AM,07/22/2025 03:41:36 AM,07/22/2025 03:41:38 AM,opendata.maryland.gov,false,5,3,,24,7,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
hs2h-gv98,BioDiesel Fuel Stations,"Through a nationwide network of local coalitions, Clean Cities provides project assistance to help stakeholders in the public and private sectors deploy alternative and renewable fuels, idle-reduction measures, fuel economy improvements, and emerging transportation technologies. Department of Energy collects this data as part of the Projects undertaken by Clean Cities coalitions and stakeholders to ensure customers access to clean alternative energy. This data can be found at the Department of Energy Alternative Fuels Data Center Web Feature Service: http://www.afdc.energy.gov/locator/stations/Clean Cities is the deployment arm of the U.S. Department of Energy's (DOE) Vehicle Technologies Office.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/hs2h-gv98,https://opendata.maryland.gov/resource/hs2h-gv98.json,07/22/2025 03:32:15 AM,07/22/2025 03:32:17 AM,07/22/2025 03:32:19 AM,opendata.maryland.gov,false,4,2,,9,40,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
qu2r-h2f9,Annual Average Daily Traffic - MDOT SHA Statewide AADT Points,"MDOT SHA Annual Average Daily Traffic (AADT) Points data consists of point geometric features which represent traffic count locations along public roadways in the State of Maryland. Traffic counts are performed in order to calculate the annual average daily traffic (AADT), annual average weekday traffic (AAWDT), and AADT based on vehicle class (current year only) for locations along public roadways in the State of Maryland. Overall percent utilization, percent utilization based on vehicle class, and truck-specific percent utilization are showcased as statistical metrics for each location where applicable. Ten years of historic AADT and AAWDT traffic count information is also available for each location where applicable.

Annual Average Daily Traffic (AADT) data is collected from over 8700 program count stations and 84 automatic traffic recorders (ATRs), located throughout Maryland. The quality control feature of the system allow data edit checks and validation for data from the 84 permanent, continuous ATRs and short-term traffic counts. To date, four (4) ATRs have been removed from the ATR Program. Program count data is collected (both directions) at regular locations on either a three (3) year or six (6) year cycle depending on type of roadway. Growth Factors are applied to counts which were not taken during the current year and the counts are factored based on the past yearly growth of an associated ATR. Counters are placed for 48 hours on a Monday or Tuesday and are picked up that Thursday or Friday, respectively. The ATR and toll count data is collected on a continuous basis. Toll station data is provided by the Maryland Transportation Authority (MDTA). A special numeric code was added to the AADT numbers, starting in 2006, to identify the years when the count was actually taken. The last digit represents the number of years prior to the actual count. Where “0” represents the current year when data was collected (in 2014), “1” represents the count taken in 2013, “2” represents the count taken in 2012, “3” represents the count taken in 2011 and so forth. 

Annual Average Daily Traffic (AADT) data is a strategic resource for the Federal Highway Administration (FHWA), the Maryland Department of Transportation (MDOT), the Maryland Department of Transportation State Highway Administration (MDOT SHA), as well as many other State and local government agencies. The data is essential in the planning, design and operation of the statewide road system and the development and implementation of State highway improvement and safety programs. The MDOT SHA Traffic Monitoring System (TMS) is a product of the ISTEA Act of 1991, which required a traffic data program to effectively and efficiently meet MDOT SHA’s long-term traffic data monitoring and reporting requirements. 

Annual Average Daily Traffic (AADT) data is updated and published on an annual basis for the prior year.   This data is for the year 2019.

Last Updated: May 2020 (05/21/2020), 

View the most current AADT data in the Maryland Annual Average Daily Traffic (AADT) Locator 

For AADT data information, contact the MDOT SHA Traffic Monitoring System (TMS) Team 
Email:  TMS@mdot.maryland.gov 

For additional information, contact MDOT SHA Geospatial Technologies,  
Email:  GIS@mdot.maryland.gov 

MDOT SHA Geospatial Data Legal Disclaimer: 
The Maryland Department of Transportation State Highway Administration (MDOT SHA) makes no warranty, expressed or implied, as to the use or appropriateness of geospatial data, and there are no warranties of merchantability or fitness for a particular purpose or use. The information contained in geospatial data is from publicly available sources, but no representation is made as to the accuracy or completeness of geospatial data. MDOT SHA shall not be subject to liability for human error, error due to software conversion, defect, or failure of machines, or any material used in the connection with the machines, including tapes, disks, CD-ROMs",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/qu2r-h2f9,https://opendata.maryland.gov/resource/qu2r-h2f9.json,07/22/2025 03:35:32 AM,07/22/2025 03:35:37 AM,07/22/2025 03:35:44 AM,opendata.maryland.gov,false,9,6,,8773,101,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
